date,store,product,price,units_sold,promotion,holiday
2023-06-21,Dublin,Product B,30.02,17,1,1
2023-06-22,Dublin,Product B,30.02,19,1,1
2023-06-23,Dublin,Product B,30.02,41,0,1
2023-06-24,Dublin,Product B,30.02,26,1,1
2023-06-25,Dublin,Product B,30.02,42,0,0
2023-06-26,Dublin,Product B,30.02,25,1,1
2023-06-27,Dublin,Product B,30.02,43,0,0
2023-06-28,Dublin,Product B,30.02,36,1,1
2023-06-29,Dublin,Product B,30.02,33,1,1
2023-06-30,Dublin,Product B,30.02,16,0,1
2023-07-01,Dublin,Product B,30.02,49,1,1
2023-07-02,Dublin,Product B,30.02,42,0,0
2023-07-03,Dublin,Product B,30.02,11,1,1
2023-07-04,Dublin,Product B,30.02,21,1,1
2023-07-05,Dublin,Product B,30.02,28,1,1
2023-07-06,Dublin,Product B,30.02,9,0,0
2023-07-07,Dublin,Product B,30.02,43,1,1
2023-07-08,Dublin,Product B,30.02,10,1,1
2023-07-09,Dublin,Product B,30.02,45,0,0
2023-07-10,Dublin,Product B,30.02,38,1,1
2023-07-11,Dublin,Product B,30.02,46,1,1
2023-07-12,Dublin,Product B,30.02,14,0,1
2023-07-13,Dublin,Product B,30.02,35,1,0
2023-07-14,Dublin,Product B,30.02,18,0,0
2023-07-15,Dublin,Product B,30.02,35,0,0
2023-07-16,Dublin,Product B,30.02,29,1,0
2023-07-17,Dublin,Product B,30.02,20,0,1
2023-07-18,Dublin,Product B,30.02,45,1,0
2023-07-19,Dublin,Product B,30.02,13,0,1
2023-07-20,Dublin,Product B,30.02,19,0,1
2023-07-21,Dublin,Product B,30.02,41,1,0
2023-07-22,Dublin,Product B,30.02,15,1,1
2023-07-23,Dublin,Product B,30.02,25,0,0
2023-07-24,Dublin,Product B,30.02,46,0,0
2023-07-25,Dublin,Product B,30.02,6,1,0
2023-07-26,Dublin,Product B,30.02,30,1,0
2023-07-27,Dublin,Product B,30.02,15,0,0
2023-07-28,Dublin,Product B,30.02,22,1,1
2023-07-29,Dublin,Product B,30.02,44,0,0
2023-07-30,Dublin,Product B,30.02,48,0,0
2023-07-31,Dublin,Product B,30.02,35,1,1
2023-08-01,Dublin,Product B,30.02,28,0,1
2023-08-02,Dublin,Product B,30.02,5,1,1
2023-08-03,Dublin,Product B,30.02,15,0,1
2023-08-04,Dublin,Product B,30.02,43,0,0
2023-08-05,Dublin,Product B,30.02,19,0,0
2023-08-06,Dublin,Product B,30.02,23,1,0
2023-08-07,Dublin,Product B,30.02,8,1,1
2023-08-08,Dublin,Product B,30.02,15,1,0
2023-08-09,Dublin,Product B,30.02,9,0,0
2023-08-10,Dublin,Product B,30.02,48,0,1
2023-08-11,Dublin,Product B,30.02,22,0,1
2023-08-12,Dublin,Product B,30.02,28,1,1
2023-08-13,Dublin,Product B,30.02,17,0,1
2023-08-14,Dublin,Product B,30.02,42,1,1
2023-08-15,Dublin,Product B,30.02,26,0,0
2023-08-16,Dublin,Product B,30.02,45,1,1
2023-08-17,Dublin,Product B,30.02,31,1,1
2023-08-18,Dublin,Product B,30.02,13,0,0
2023-08-19,Dublin,Product B,30.02,14,0,1
2023-08-20,Dublin,Product B,30.02,7,0,1
2023-08-21,Dublin,Product B,30.02,44,1,0
2023-08-22,Dublin,Product B,30.02,18,0,1
2023-08-23,Dublin,Product B,30.02,13,1,1
2023-08-24,Dublin,Product B,30.02,11,0,0
2023-08-25,Dublin,Product B,30.02,7,0,0
2023-08-26,Dublin,Product B,30.02,29,0,0
2023-08-27,Dublin,Product B,30.02,13,1,1
2023-08-28,Dublin,Product B,30.02,23,0,1
2023-08-29,Dublin,Product B,30.02,20,0,1
2023-08-30,Dublin,Product B,30.02,40,0,0
2023-08-31,Dublin,Product B,30.02,17,1,0
2023-09-01,Dublin,Product B,30.02,22,1,1
2023-09-02,Dublin,Product B,30.02,9,1,0
2023-09-03,Dublin,Product B,30.02,21,0,0
2023-09-04,Dublin,Product B,30.02,28,1,0
2023-09-05,Dublin,Product B,30.02,24,0,1
2023-09-06,Dublin,Product B,30.02,38,1,1
2023-09-07,Dublin,Product B,30.02,35,1,0
2023-09-08,Dublin,Product B,30.02,25,1,0
2023-09-09,Dublin,Product B,30.02,23,1,1
2023-09-10,Dublin,Product B,30.02,25,0,0
2023-09-11,Dublin,Product B,30.02,6,0,1
2023-09-12,Dublin,Product B,30.02,9,0,1
2023-09-13,Dublin,Product B,30.02,16,1,1
2023-09-14,Dublin,Product B,30.02,46,0,1
2023-09-15,Dublin,Product B,30.02,24,1,1
2023-09-16,Dublin,Product B,30.02,21,0,1
2023-09-17,Dublin,Product B,30.02,7,1,0
2023-09-18,Dublin,Product B,30.02,31,1,1
2023-09-19,Dublin,Product B,30.02,41,0,1
2023-09-20,Dublin,Product B,30.02,5,1,1
2023-09-21,Dublin,Product B,30.02,9,0,0
2023-09-22,Dublin,Product B,30.02,16,1,0
2023-09-23,Dublin,Product B,30.02,39,1,0
2023-09-24,Dublin,Product B,30.02,9,0,1
2023-09-25,Dublin,Product B,30.02,15,0,0
2023-09-26,Dublin,Product B,30.02,45,1,0
2023-09-27,Dublin,Product B,30.02,35,1,1
2023-09-28,Dublin,Product B,30.02,7,0,0
2023-09-29,Dublin,Product B,30.02,38,0,1
2023-09-30,Dublin,Product B,30.02,5,0,1
2023-10-01,Dublin,Product B,30.02,46,0,1
2023-10-02,Dublin,Product B,30.02,35,0,0
2023-10-03,Dublin,Product B,30.02,27,1,1
2023-10-04,Dublin,Product B,30.02,15,1,1
2023-10-05,Dublin,Product B,30.02,25,1,0
2023-10-06,Dublin,Product B,30.02,40,0,0
2023-10-07,Dublin,Product B,30.02,14,0,0
2023-10-08,Dublin,Product B,30.02,24,1,0
2023-10-09,Dublin,Product B,30.02,22,0,0
2023-10-10,Dublin,Product B,30.02,24,0,1
2023-10-11,Dublin,Product B,30.02,34,0,0
2023-10-12,Dublin,Product B,30.02,18,1,0
2023-10-13,Dublin,Product B,30.02,25,1,1
2023-10-14,Dublin,Product B,30.02,45,1,1
2023-10-15,Dublin,Product B,30.02,23,0,0
2023-10-16,Dublin,Product B,30.02,26,0,0
2023-10-17,Dublin,Product B,30.02,32,1,1
2023-10-18,Dublin,Product B,30.02,38,0,0
2023-10-19,Dublin,Product B,30.02,18,1,1
2023-10-20,Dublin,Product B,30.02,9,0,1
2023-10-21,Dublin,Product B,30.02,37,1,1
2023-10-22,Dublin,Product B,30.02,31,0,0
2023-10-23,Dublin,Product B,30.02,39,1,1
2023-10-24,Dublin,Product B,30.02,41,1,0
2023-10-25,Dublin,Product B,30.02,5,0,1
2023-10-26,Dublin,Product B,30.02,49,1,1
2023-10-27,Dublin,Product B,30.02,44,1,1
2023-10-28,Dublin,Product B,30.02,45,1,0
2023-10-29,Dublin,Product B,30.02,25,0,1
2023-10-30,Dublin,Product B,30.02,42,1,1
2023-10-31,Dublin,Product B,30.02,11,1,0
2023-11-01,Dublin,Product B,30.02,19,0,1
2023-11-02,Dublin,Product B,30.02,25,0,1
2023-11-03,Dublin,Product B,30.02,16,0,0
2023-11-04,Dublin,Product B,30.02,14,0,1
2023-11-05,Dublin,Product B,30.02,35,1,0
2023-11-06,Dublin,Product B,30.02,39,1,0
2023-11-07,Dublin,Product B,30.02,16,1,0
2023-11-08,Dublin,Product B,30.02,23,1,1
2023-11-09,Dublin,Product B,30.02,48,1,1
2023-11-10,Dublin,Product B,30.02,30,1,1
2023-11-11,Dublin,Product B,30.02,46,1,0
2023-11-12,Dublin,Product B,30.02,23,1,1
2023-11-13,Dublin,Product B,30.02,20,0,0
2023-11-14,Dublin,Product B,30.02,26,1,1
2023-11-15,Dublin,Product B,30.02,16,1,0
2023-11-16,Dublin,Product B,30.02,35,0,1
2023-11-17,Dublin,Product B,30.02,15,1,0
2023-11-18,Dublin,Product B,30.02,49,0,0
2023-11-19,Dublin,Product B,30.02,7,1,0
2023-11-20,Dublin,Product B,30.02,49,0,0
2023-11-21,Dublin,Product B,30.02,25,0,1
2023-11-22,Dublin,Product B,30.02,39,1,0
2023-11-23,Dublin,Product B,30.02,17,1,0
2023-11-24,Dublin,Product B,30.02,44,0,0
2023-11-25,Dublin,Product B,30.02,14,1,1
2023-11-26,Dublin,Product B,30.02,44,1,0
2023-11-27,Dublin,Product B,30.02,7,1,1
2023-11-28,Dublin,Product B,30.02,24,1,1
2023-11-29,Dublin,Product B,30.02,25,1,1
2023-11-30,Dublin,Product B,30.02,16,1,0
2023-12-01,Dublin,Product B,30.02,11,1,1
2023-12-02,Dublin,Product B,30.02,48,1,0
2023-12-03,Dublin,Product B,30.02,10,1,0
2023-12-04,Dublin,Product B,30.02,16,1,1
2023-12-05,Dublin,Product B,30.02,49,0,0
2023-12-06,Dublin,Product B,30.02,35,1,1
2023-12-07,Dublin,Product B,30.02,16,1,0
2023-12-08,Dublin,Product B,30.02,34,0,1
2023-12-09,Dublin,Product B,30.02,35,0,0
2023-12-10,Dublin,Product B,30.02,42,1,0
2023-12-11,Dublin,Product B,30.02,19,0,1
2023-12-12,Dublin,Product B,30.02,33,1,1
2023-12-13,Dublin,Product B,30.02,18,0,0
2023-12-14,Dublin,Product B,30.02,36,0,1
2023-12-15,Dublin,Product B,30.02,42,0,1
2023-12-16,Dublin,Product B,30.02,13,1,0
2023-12-17,Dublin,Product B,30.02,24,0,0
2023-12-18,Dublin,Product B,30.02,8,0,0
2023-12-19,Dublin,Product B,30.02,25,0,1
2023-12-20,Dublin,Product B,30.02,27,1,0
2023-12-21,Dublin,Product B,30.02,11,0,0
2023-12-22,Dublin,Product B,30.02,9,0,1
2023-12-23,Dublin,Product B,30.02,10,1,0
2023-12-24,Dublin,Product B,30.02,32,0,0
2023-12-25,Dublin,Product B,30.02,8,1,0
2023-12-26,Dublin,Product B,30.02,23,0,0
2023-12-27,Dublin,Product B,30.02,49,1,0
2023-12-28,Dublin,Product B,30.02,17,1,0
2023-12-29,Dublin,Product B,30.02,13,1,0
2023-12-30,Dublin,Product B,30.02,37,1,1
2023-12-31,Dublin,Product B,30.02,28,1,1
2023-01-01,Dublin,Product C,21.59,28,0,1
2023-01-02,Dublin,Product C,21.59,44,1,1
2023-01-03,Dublin,Product C,21.59,44,0,1
2023-01-04,Dublin,Product C,21.59,13,1,1
2023-01-05,Dublin,Product C,21.59,7,1,0
2023-01-06,Dublin,Product C,21.59,27,1,0
2023-01-07,Dublin,Product C,21.59,14,1,1
2023-01-08,Dublin,Product C,21.59,31,1,0
2023-01-09,Dublin,Product C,21.59,43,0,1
2023-01-10,Dublin,Product C,21.59,41,0,1
2023-01-11,Dublin,Product C,21.59,21,0,0
2023-01-12,Dublin,Product C,21.59,30,0,0
2023-01-13,Dublin,Product C,21.59,31,0,1
2023-01-14,Dublin,Product C,21.59,20,1,1
2023-01-15,Dublin,Product C,21.59,41,0,0
2023-01-16,Dublin,Product C,21.59,30,0,1
2023-01-17,Dublin,Product C,21.59,23,0,1
2023-01-18,Dublin,Product C,21.59,26,1,0
2023-01-19,Dublin,Product C,21.59,20,1,1
2023-01-20,Dublin,Product C,21.59,15,0,0
2023-01-21,Dublin,Product C,21.59,45,1,0
2023-01-22,Dublin,Product C,21.59,26,1,1
2023-01-23,Dublin,Product C,21.59,20,0,1
2023-01-24,Dublin,Product C,21.59,39,1,1
2023-01-25,Dublin,Product C,21.59,34,0,0
2023-01-26,Dublin,Product C,21.59,31,0,1
2023-01-27,Dublin,Product C,21.59,5,1,0
2023-01-28,Dublin,Product C,21.59,37,1,0
2023-01-29,Dublin,Product C,21.59,33,1,1
2023-01-30,Dublin,Product C,21.59,34,0,1
2023-01-31,Dublin,Product C,21.59,29,0,0
2023-02-01,Dublin,Product C,21.59,21,1,0
2023-02-02,Dublin,Product C,21.59,16,1,1
2023-02-03,Dublin,Product C,21.59,37,0,1
2023-02-04,Dublin,Product C,21.59,46,0,1
2023-02-05,Dublin,Product C,21.59,6,1,0
2023-02-06,Dublin,Product C,21.59,23,1,0
2023-02-07,Dublin,Product C,21.59,22,1,0
2023-02-08,Dublin,Product C,21.59,47,0,0
2023-02-09,Dublin,Product C,21.59,32,0,0
2023-02-10,Dublin,Product C,21.59,44,0,0
2023-02-11,Dublin,Product C,21.59,34,1,1
2023-02-12,Dublin,Product C,21.59,15,1,1
2023-02-13,Dublin,Product C,21.59,27,0,0
2023-02-14,Dublin,Product C,21.59,42,1,1
2023-02-15,Dublin,Product C,21.59,18,0,0
2023-02-16,Dublin,Product C,21.59,12,1,0
2023-02-17,Dublin,Product C,21.59,40,0,0
2023-02-18,Dublin,Product C,21.59,48,1,1
2023-02-19,Dublin,Product C,21.59,44,0,1
2023-02-20,Dublin,Product C,21.59,14,0,1
2023-02-21,Dublin,Product C,21.59,24,0,1
2023-02-22,Dublin,Product C,21.59,29,1,0
2023-02-23,Dublin,Product C,21.59,11,0,1
2023-02-24,Dublin,Product C,21.59,29,0,1
2023-02-25,Dublin,Product C,21.59,7,0,0
2023-02-26,Dublin,Product C,21.59,13,0,1
2023-02-27,Dublin,Product C,21.59,35,1,0
2023-02-28,Dublin,Product C,21.59,29,0,1
2023-03-01,Dublin,Product C,21.59,33,0,0
2023-03-02,Dublin,Product C,21.59,39,0,1
2023-03-03,Dublin,Product C,21.59,31,1,1
2023-03-04,Dublin,Product C,21.59,38,0,0
2023-03-05,Dublin,Product C,21.59,5,1,0
2023-03-06,Dublin,Product C,21.59,36,0,1
2023-03-07,Dublin,Product C,21.59,26,0,1
2023-03-08,Dublin,Product C,21.59,27,1,1
2023-03-09,Dublin,Product C,21.59,27,1,0
2023-03-10,Dublin,Product C,21.59,46,0,1
2023-03-11,Dublin,Product C,21.59,17,1,1
2023-03-12,Dublin,Product C,21.59,7,0,0
2023-03-13,Dublin,Product C,21.59,12,1,0
2023-03-14,Dublin,Product C,21.59,25,0,0
2023-03-15,Dublin,Product C,21.59,21,1,1
2023-03-16,Dublin,Product C,21.59,37,1,0
2023-03-17,Dublin,Product C,21.59,31,1,1
2023-03-18,Dublin,Product C,21.59,39,0,0
2023-03-19,Dublin,Product C,21.59,19,0,0
2023-03-20,Dublin,Product C,21.59,35,1,0
2023-03-21,Dublin,Product C,21.59,20,0,1
2023-03-22,Dublin,Product C,21.59,44,1,1
2023-03-23,Dublin,Product C,21.59,15,1,1
2023-03-24,Dublin,Product C,21.59,31,0,0
2023-03-25,Dublin,Product C,21.59,28,1,1
2023-03-26,Dublin,Product C,21.59,38,1,1
2023-03-27,Dublin,Product C,21.59,22,1,0
2023-03-28,Dublin,Product C,21.59,14,0,0
2023-03-29,Dublin,Product C,21.59,24,0,0
2023-03-30,Dublin,Product C,21.59,31,0,0
2023-03-31,Dublin,Product C,21.59,9,1,0
2023-04-01,Dublin,Product C,21.59,33,0,1
2023-04-02,Dublin,Product C,21.59,32,0,1
2023-04-03,Dublin,Product C,21.59,45,0,0
2023-04-04,Dublin,Product C,21.59,42,0,1
2023-04-05,Dublin,Product C,21.59,17,1,1
2023-04-06,Dublin,Product C,21.59,17,0,1
2023-04-07,Dublin,Product C,21.59,31,0,0
2023-04-08,Dublin,Product C,21.59,32,0,0
2023-04-09,Dublin,Product C,21.59,8,0,1
2023-04-10,Dublin,Product C,21.59,29,1,1
2023-04-11,Dublin,Product C,21.59,39,0,0
2023-04-12,Dublin,Product C,21.59,27,0,0
2023-04-13,Dublin,Product C,21.59,22,1,1
2023-04-14,Dublin,Product C,21.59,11,0,0
2023-04-15,Dublin,Product C,21.59,8,0,0
2023-04-16,Dublin,Product C,21.59,5,1,1
2023-04-17,Dublin,Product C,21.59,39,0,1
2023-04-18,Dublin,Product C,21.59,21,0,0
2023-04-19,Dublin,Product C,21.59,47,1,0
2023-04-20,Dublin,Product C,21.59,7,0,1
2023-04-21,Dublin,Product C,21.59,48,1,1
2023-04-22,Dublin,Product C,21.59,17,0,0
2023-04-23,Dublin,Product C,21.59,5,1,1
2023-04-24,Dublin,Product C,21.59,16,1,0
2023-04-25,Dublin,Product C,21.59,9,0,1
2023-04-26,Dublin,Product C,21.59,21,0,1
2023-04-27,Dublin,Product C,21.59,16,1,1
2023-04-28,Dublin,Product C,21.59,17,1,0
2023-04-29,Dublin,Product C,21.59,10,0,1
2023-04-30,Dublin,Product C,21.59,12,0,1
2023-05-01,Dublin,Product C,21.59,17,1,1
2023-05-02,Dublin,Product C,21.59,16,0,1
2023-05-03,Dublin,Product C,21.59,31,0,0
2023-05-04,Dublin,Product C,21.59,35,1,1
2023-05-05,Dublin,Product C,21.59,28,0,1
2023-05-06,Dublin,Product C,21.59,25,1,1
2023-05-07,Dublin,Product C,21.59,20,0,1
2023-05-08,Dublin,Product C,21.59,8,1,0
2023-05-09,Dublin,Product C,21.59,8,0,1
2023-05-10,Dublin,Product C,21.59,49,1,0
2023-05-11,Dublin,Product C,21.59,19,0,1
2023-05-12,Dublin,Product C,21.59,40,1,1
2023-05-13,Dublin,Product C,21.59,6,0,1
2023-05-14,Dublin,Product C,21.59,49,0,1
2023-05-15,Dublin,Product C,21.59,8,1,1
2023-05-16,Dublin,Product C,21.59,9,0,1
2023-05-17,Dublin,Product C,21.59,47,1,0
2023-05-18,Dublin,Product C,21.59,48,1,1
2023-05-19,Dublin,Product C,21.59,43,0,1
2023-05-20,Dublin,Product C,21.59,12,0,0
2023-05-21,Dublin,Product C,21.59,31,0,0
2023-05-22,Dublin,Product C,21.59,5,0,0
2023-05-23,Dublin,Product C,21.59,24,1,1
2023-05-24,Dublin,Product C,21.59,45,0,0
2023-05-25,Dublin,Product C,21.59,24,0,0
2023-05-26,Dublin,Product C,21.59,34,0,0
2023-05-27,Dublin,Product C,21.59,11,0,1
2023-05-28,Dublin,Product C,21.59,8,1,0
2023-05-29,Dublin,Product C,21.59,21,1,1
2023-05-30,Dublin,Product C,21.59,7,1,0
2023-05-31,Dublin,Product C,21.59,49,0,1
2023-06-01,Dublin,Product C,21.59,33,0,1
2023-06-02,Dublin,Product C,21.59,37,0,1
2023-06-03,Dublin,Product C,21.59,12,1,1
2023-06-04,Dublin,Product C,21.59,9,1,0
2023-06-05,Dublin,Product C,21.59,27,0,0
2023-06-06,Dublin,Product C,21.59,10,0,0
2023-06-07,Dublin,Product C,21.59,29,0,0
2023-06-08,Dublin,Product C,21.59,9,0,1
2023-06-09,Dublin,Product C,21.59,44,0,1
2023-06-10,Dublin,Product C,21.59,13,1,0
2023-06-11,Dublin,Product C,21.59,36,0,1
2023-06-12,Dublin,Product C,21.59,7,0,0
2023-06-13,Dublin,Product C,21.59,25,0,0
2023-06-14,Dublin,Product C,21.59,32,0,1
2023-06-15,Dublin,Product C,21.59,23,1,1
2023-06-16,Dublin,Product C,21.59,30,0,0
2023-06-17,Dublin,Product C,21.59,31,1,1
2023-06-18,Dublin,Product C,21.59,23,1,1
2023-06-19,Dublin,Product C,21.59,8,0,0
2023-06-20,Dublin,Product C,21.59,18,0,0
2023-06-21,Dublin,Product C,21.59,13,1,1
2023-06-22,Dublin,Product C,21.59,40,1,0
2023-06-23,Dublin,Product C,21.59,17,1,0
2023-06-24,Dublin,Product C,21.59,31,1,0
2023-06-25,Dublin,Product C,21.59,32,1,0
2023-06-26,Dublin,Product C,21.59,21,1,1
2023-06-27,Dublin,Product C,21.59,8,1,0
2023-06-28,Dublin,Product C,21.59,11,1,1
2023-06-29,Dublin,Product C,21.59,39,0,1
2023-06-30,Dublin,Product C,21.59,45,0,1
2023-07-01,Dublin,Product C,21.59,16,0,1
2023-07-02,Dublin,Product C,21.59,39,0,0
2023-07-03,Dublin,Product C,21.59,32,0,0
2023-07-04,Dublin,Product C,21.59,17,0,0
2023-07-05,Dublin,Product C,21.59,13,0,1
2023-07-06,Dublin,Product C,21.59,32,1,0
2023-07-07,Dublin,Product C,21.59,10,1,1
2023-07-08,Dublin,Product C,21.59,40,0,0
2023-07-09,Dublin,Product C,21.59,18,1,1
2023-07-10,Dublin,Product C,21.59,33,0,1
2023-07-11,Dublin,Product C,21.59,37,1,0
2023-07-12,Dublin,Product C,21.59,27,1,0
2023-07-13,Dublin,Product C,21.59,46,0,0
2023-07-14,Dublin,Product C,21.59,20,1,0
2023-07-15,Dublin,Product C,21.59,29,1,1
2023-07-16,Dublin,Product C,21.59,11,0,0
2023-07-17,Dublin,Product C,21.59,26,1,1
2023-07-18,Dublin,Product C,21.59,15,1,0
2023-07-19,Dublin,Product C,21.59,27,0,0
2023-07-20,Dublin,Product C,21.59,44,1,0
2023-07-21,Dublin,Product C,21.59,27,1,1
2023-07-22,Dublin,Product C,21.59,47,1,0
2023-07-23,Dublin,Product C,21.59,10,1,1
2023-07-24,Dublin,Product C,21.59,29,1,1
2023-07-25,Dublin,Product C,21.59,33,1,1
2023-07-26,Dublin,Product C,21.59,22,0,0
2023-07-27,Dublin,Product C,21.59,34,0,0
2023-07-28,Dublin,Product C,21.59,25,0,0
2023-07-29,Dublin,Product C,21.59,20,1,1
2023-07-30,Dublin,Product C,21.59,25,0,1
2023-07-31,Dublin,Product C,21.59,14,0,0
2023-08-01,Dublin,Product C,21.59,15,1,1
2023-08-02,Dublin,Product C,21.59,5,0,1
2023-08-03,Dublin,Product C,21.59,30,1,0
2023-08-04,Dublin,Product C,21.59,6,1,0
2023-08-05,Dublin,Product C,21.59,27,1,0
2023-08-06,Dublin,Product C,21.59,31,1,0
2023-08-07,Dublin,Product C,21.59,23,0,0
2023-08-08,Dublin,Product C,21.59,49,1,1
2023-08-09,Dublin,Product C,21.59,24,0,0
2023-08-10,Dublin,Product C,21.59,25,0,0
2023-08-11,Dublin,Product C,21.59,7,0,0
2023-08-12,Dublin,Product C,21.59,6,0,1
2023-08-13,Dublin,Product C,21.59,12,0,1
2023-08-14,Dublin,Product C,21.59,44,0,0
2023-08-15,Dublin,Product C,21.59,34,0,1
2023-08-16,Dublin,Product C,21.59,20,0,1
2023-08-17,Dublin,Product C,21.59,38,0,0
2023-08-18,Dublin,Product C,21.59,41,0,0
2023-08-19,Dublin,Product C,21.59,47,0,1
2023-08-20,Dublin,Product C,21.59,20,0,1
2023-08-21,Dublin,Product C,21.59,28,1,1
2023-08-22,Dublin,Product C,21.59,24,1,0
2023-08-23,Dublin,Product C,21.59,45,0,0
2023-08-24,Dublin,Product C,21.59,25,1,0
2023-08-25,Dublin,Product C,21.59,46,1,0
2023-08-26,Dublin,Product C,21.59,17,1,0
2023-08-27,Dublin,Product C,21.59,8,0,1
2023-08-28,Dublin,Product C,21.59,37,1,0
2023-08-29,Dublin,Product C,21.59,28,1,1
2023-08-30,Dublin,Product C,21.59,38,1,0
2023-08-31,Dublin,Product C,21.59,29,1,1
2023-09-01,Dublin,Product C,21.59,25,0,1
2023-09-02,Dublin,Product C,21.59,9,0,0
2023-09-03,Dublin,Product C,21.59,23,0,0
2023-09-04,Dublin,Product C,21.59,18,0,1
2023-09-05,Dublin,Product C,21.59,47,0,1
2023-09-06,Dublin,Product C,21.59,40,1,1
2023-09-07,Dublin,Product C,21.59,33,0,0
2023-09-08,Dublin,Product C,21.59,5,1,1
2023-09-09,Dublin,Product C,21.59,28,1,1
2023-09-10,Dublin,Product C,21.59,26,0,0
2023-09-11,Dublin,Product C,21.59,37,0,0
2023-09-12,Dublin,Product C,21.59,27,0,0
2023-09-13,Dublin,Product C,21.59,24,0,1
2023-09-14,Dublin,Product C,21.59,49,1,1
2023-09-15,Dublin,Product C,21.59,5,0,0
2023-09-16,Dublin,Product C,21.59,46,0,1
2023-09-17,Dublin,Product C,21.59,43,0,1
2023-09-18,Dublin,Product C,21.59,22,0,1
2023-09-19,Dublin,Product C,21.59,24,1,1
2023-09-20,Dublin,Product C,21.59,35,0,1
2023-09-21,Dublin,Product C,21.59,26,1,0
2023-09-22,Dublin,Product C,21.59,39,0,0
2023-09-23,Dublin,Product C,21.59,38,1,0
2023-09-24,Dublin,Product C,21.59,49,1,1
2023-09-25,Dublin,Product C,21.59,16,1,1
2023-09-26,Dublin,Product C,21.59,16,0,1
2023-09-27,Dublin,Product C,21.59,33,0,0
2023-09-28,Dublin,Product C,21.59,17,0,1
2023-09-29,Dublin,Product C,21.59,47,0,1
2023-09-30,Dublin,Product C,21.59,23,0,1
2023-10-01,Dublin,Product C,21.59,30,0,1
2023-10-02,Dublin,Product C,21.59,30,1,0
2023-10-03,Dublin,Product C,21.59,15,1,0
2023-10-04,Dublin,Product C,21.59,31,0,1
2023-10-05,Dublin,Product C,21.59,29,0,1
2023-10-06,Dublin,Product C,21.59,26,1,1
2023-10-07,Dublin,Product C,21.59,27,1,1
2023-10-08,Dublin,Product C,21.59,21,0,0
2023-10-09,Dublin,Product C,21.59,39,1,0
2023-10-10,Dublin,Product C,21.59,36,0,0
2023-10-11,Dublin,Product C,21.59,43,0,0
2023-10-12,Dublin,Product C,21.59,32,1,1
2023-10-13,Dublin,Product C,21.59,36,1,1
2023-10-14,Dublin,Product C,21.59,41,0,0
2023-10-15,Dublin,Product C,21.59,26,1,1
2023-10-16,Dublin,Product C,21.59,25,0,0
2023-10-17,Dublin,Product C,21.59,26,1,0
2023-10-18,Dublin,Product C,21.59,35,0,0
2023-10-19,Dublin,Product C,21.59,25,1,1
2023-10-20,Dublin,Product C,21.59,21,1,1
2023-10-21,Dublin,Product C,21.59,13,0,1
2023-10-22,Dublin,Product C,21.59,21,0,0
2023-10-23,Dublin,Product C,21.59,22,1,1
2023-10-24,Dublin,Product C,21.59,42,0,0
2023-10-25,Dublin,Product C,21.59,42,1,0
2023-10-26,Dublin,Product C,21.59,29,1,1
2023-10-27,Dublin,Product C,21.59,19,1,1
2023-10-28,Dublin,Product C,21.59,16,1,1
2023-10-29,Dublin,Product C,21.59,28,0,1
2023-10-30,Dublin,Product C,21.59,17,1,1
2023-10-31,Dublin,Product C,21.59,44,1,1
2023-11-01,Dublin,Product C,21.59,35,1,0
2023-11-02,Dublin,Product C,21.59,29,1,1
2023-11-03,Dublin,Product C,21.59,31,1,0
2023-11-04,Dublin,Product C,21.59,5,1,0
2023-11-05,Dublin,Product C,21.59,11,0,0
2023-11-06,Dublin,Product C,21.59,30,1,1
2023-11-07,Dublin,Product C,21.59,47,0,0
2023-11-08,Dublin,Product C,21.59,48,1,0
2023-11-09,Dublin,Product C,21.59,40,1,1
2023-11-10,Dublin,Product C,21.59,7,1,0
2023-11-11,Dublin,Product C,21.59,28,1,1
2023-11-12,Dublin,Product C,21.59,13,0,1
2023-11-13,Dublin,Product C,21.59,45,0,1
2023-11-14,Dublin,Product C,21.59,30,1,0
2023-11-15,Dublin,Product C,21.59,12,1,0
2023-11-16,Dublin,Product C,21.59,25,0,0
2023-11-17,Dublin,Product C,21.59,28,0,0
2023-11-18,Dublin,Product C,21.59,13,0,0
2023-11-19,Dublin,Product C,21.59,23,1,0
2023-11-20,Dublin,Product C,21.59,24,1,1
2023-11-21,Dublin,Product C,21.59,30,0,1
2023-11-22,Dublin,Product C,21.59,23,0,0
2023-11-23,Dublin,Product C,21.59,38,0,0
2023-11-24,Dublin,Product C,21.59,46,0,0
2023-11-25,Dublin,Product C,21.59,17,0,0
2023-11-26,Dublin,Product C,21.59,35,0,1
2023-11-27,Dublin,Product C,21.59,18,0,0
2023-11-28,Dublin,Product C,21.59,22,0,0
2023-11-29,Dublin,Product C,21.59,38,1,1
2023-11-30,Dublin,Product C,21.59,33,0,0
2023-12-01,Dublin,Product C,21.59,13,1,1
2023-12-02,Dublin,Product C,21.59,19,0,0
2023-12-03,Dublin,Product C,21.59,30,1,1
2023-12-04,Dublin,Product C,21.59,36,0,1
2023-12-05,Dublin,Product C,21.59,41,1,1
2023-12-06,Dublin,Product C,21.59,7,1,1
2023-12-07,Dublin,Product C,21.59,10,1,1
2023-12-08,Dublin,Product C,21.59,49,1,1
2023-12-09,Dublin,Product C,21.59,21,1,0
